ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Гуляев Ярослав Филиппович,Россия,3618 365065,544-443-719 38,,Сбербанк,Мир,"Потеря веса, Жажда",Эндокринолог,2024-01-10T20:25:38+03:00,Тест на толерантность к глюкозе,2024-01-12T20:19:14+03:00,6393.0
Гуляев Ярослав Филиппович,Россия,3618 365065,544-443-719 38,7975 8395 2507 6086,Сбербанк,Мир,"Частые инфекции, Лихорадка, Утомляемость",Иммунолог,,ПЦР на вирусы,2023-05-13T18:20:19+03:00,6281.0
,Россия,,544-443-719 38,7975 8395 2507 6086,Сбербанк,,"Боль в суставах, Травмы костей, Онемение",Хирург-ортопед,2024-10-14T11:58:03+03:00,,2024-10-16T15:42:32+03:00,5055.0
Гуляев Ярослав Филиппович,,3618 365065,544-443-719 38,,,,Диарея,Гастроэнтеролог,2025-03-01T12:50:38+03:00,"УЗИ органов брюшной полости, Анализ на хеликобактер пилори, Копрограмма",,7795.0
Гуляев Ярослав Филиппович,Россия,3618 365065,544-443-719 38,7975 8395 2507 6086,Сбербанк,Мир,,Сексопатолог,,Гормональные исследования,,7719.0
Кузьмина Анастасия Васильевна,,6452 434421,766-258-115 78,3750 6547 9020 2373,Сбербанк,Visa,,Педиатр,2025-04-30T16:29:15+03:00,,2025-05-03T21:07:49+03:00,6442.0
,,6452 434421,766-258-115 78,3750 6547 9020 2373,Сбербанк,Visa,"Слабость, Лихорадка, Потливость, Бледность кожи",Гематолог,2024-02-28T18:43:01+03:00,Коагулограмма,2024-03-02T11:55:24+03:00,7670.0
Кузьмина Анастасия Васильевна,Россия,6452 434421,766-258-115 78,3750 6547 9020 2373,Сбербанк,Visa,,Мануальный терапевт,2024-01-23T17:14:55+03:00,"Общий анализ крови, Рентген, Электромиография",,11107.0
,Россия,,766-258-115 78,,Сбербанк,,"Боль в суставах, Онемение, Отечность суставов",Ревматолог,2024-08-23T14:13:22+03:00,Антинуклеарные антитела,,3439.0
Горохов Ярослав Елисеевич,Казахстан,N 0553921,,,ВТБ,Мир,"Потеря оргазма, Эректильная дисфункция",Сексопатолог,2023-08-05T09:31:35+03:00,Анализ на тестостерон,2023-08-06T19:34:21+03:00,10713.0
Горохов Ярослав Елисеевич,Казахстан,N 0553921,193-280-508 40,1507 1402 5411 3333,,,"Боль в суставах, Онемение, Травмы костей",Хирург-ортопед,2023-10-18T17:57:03+03:00,"Рентген, Общий анализ крови",2023-10-20T21:38:24+03:00,
Горохов Ярослав Елисеевич,Казахстан,N 0553921,193-280-508 40,1507 1402 5411 3333,ВТБ,Мир,,Акушер-гинеколог,2024-04-04T21:59:59+03:00,Гормональные исследования,2024-04-07T18:20:07+03:00,8953.0
Горохов Ярослав Елисеевич,Казахстан,N 0553921,193-280-508 40,1507 1402 5411 3333,,Мир,,,2025-01-12T14:42:13+03:00,Анализ на ревматоидный фактор,2025-01-14T10:18:59+03:00,2159.0
Горохов Ярослав Елисеевич,Казахстан,N 0553921,193-280-508 40,1507 1402 5411 3333,ВТБ,Мир,,Флеболог,2025-02-13T10:27:48+03:00,"Допплерография вен, Коагулограмма, Ангиография",2025-02-14T19:43:14+03:00,8866.0
Князева Лея Моисеевна,Беларусь,ZH 7359921,462-428-161 60,,Тинькофф,Visa,,Гепатолог,,Анализ на гепатиты,2023-08-17T12:09:24+03:00,8062.0
Князева Лея Моисеевна,Беларусь,ZH 7359921,462-428-161 60,2701 4729 1958 1003,Тинькофф,,"Лихорадка, Покраснение кожи",Инфекционист,,Биохимический анализ крови,2024-01-21T08:03:50+03:00,9514.0
Князева Лея Моисеевна,Беларусь,,462-428-161 60,2701 4729 1958 1003,,Visa,"Реабилитация после травм, Боль в суставах",Физиотерапевт,2025-01-04T11:45:31+03:00,Рентген,2025-01-05T15:34:40+03:00,6169.0
Князева Лея Моисеевна,,,462-428-161 60,,Тинькофф,Visa,"Отек, Боль в суставах, Переломы",Травматолог,2023-07-12T11:19:21+03:00,"МРТ или КТ, Рентген, УЗИ мягких тканей",2023-07-15T16:16:02+03:00,6595.0
Князева Лея Моисеевна,Беларусь,ZH 7359921,462-428-161 60,2701 4729 1958 1003,Тинькофф,Visa,"Онемение, Нарушение сна",Невролог,2024-12-27T20:03:56+03:00,Общий анализ крови,2024-12-28T17:02:39+03:00,5014.0
Андреев Павел Архипович,Казахстан,N 7227150,761-557-566 36,8096 4191 7823 4910,Альфа-Банк,Мир,"Отказ от еды, Температура, Желтуха у новорожденных",,2023-09-21T16:33:16+03:00,"Анализ на билирубин, УЗИ органов",2023-09-23T18:59:48+03:00,3371.0
Андреев Павел Архипович,Казахстан,N 7227150,761-557-566 36,8096 4191 7823 4910,,Мир,Диагностика травм,,,КТ,,6188.0
Андреев Павел Архипович,Казахстан,N 7227150,761-557-566 36,8096 4191 7823 4910,Альфа-Банк,Мир,"Опухоли, Боль в груди",Маммолог,2023-11-24T13:19:56+03:00,"Маммография, Общий анализ крови",2023-11-26T12:23:55+03:00,4317.0
Захаров Елисей Никитич,Россия,8091 254148,878-256-102 32,,Сбербанк,,"Отеки, Боль в ногах, Онемение",Сосудистый хирург,,"Общий анализ крови, Ангиография, УЗИ сосудов",2024-01-26T10:17:43+03:00,4511.0
Захаров Елисей Никитич,Россия,,878-256-102 32,,Сбербанк,MasterCard,"Головная боль, Головокружение, Нарушение сна",,2024-01-30T13:02:59+03:00,"Доплерография сосудов шеи, Общий анализ крови, МРТ головного мозга",2024-02-01T19:31:27+03:00,6523.0
Захаров Елисей Никитич,Россия,8091 254148,878-256-102 32,,Сбербанк,MasterCard,"Гнойные выделения, Заложенность носа, Боль в горле",Отоларинголог,2024-10-15T13:58:33+03:00,"Общий анализ крови, Рентген придаточных пазух, Аудиометрия",,
Цветков Геннадий Владиславович,Беларусь,YB 4753073,,3662 1635 9198 4212,Сбербанк,Visa,"Головная боль, Нарушение сна, Головокружение",Невролог,2025-02-10T15:09:36+03:00,"МРТ головного мозга, ЭЭГ",,4866.0
Мельникова Нелли Викторовна,Казахстан,N 7864782,510-569-645 16,3879 4422 1696 2783,,,,Травматолог,2024-01-01T12:24:00+03:00,"УЗИ мягких тканей, Общий анализ крови",,10152.0
Алексеева Камилла Григорьевна,Беларусь,FD 7102230,706-370-704 33,7174 1474 2755 8992,Тинькофф,,Непереносимость продуктов,Диетолог,2024-06-15T12:20:41+03:00,"Глюкоза крови, Биохимический анализ крови, Анализ на пищевую непереносимость",2024-06-17T08:36:23+03:00,5313.0
Алексеева Камилла Григорьевна,Беларусь,FD 7102230,706-370-704 33,7174 1474 2755 8992,Тинькофф,,"Онемение, Головная боль",Невролог,2023-05-17T19:18:44+03:00,"МРТ головного мозга, Общий анализ крови, ЭЭГ",,9982.0
Алексеева Камилла Григорьевна,Беларусь,FD 7102230,,7174 1474 2755 8992,Тинькофф,MasterCard,"Слабость, Лихорадка",Гематолог,,"Общий анализ крови, Анализ на тромбоциты, Ферритин",2023-09-28T14:35:26+03:00,10121.0
Захаров Ростислав Даниилович,Россия,6068 542438,810-724-592 39,1350 8937 3532 8547,Альфа-Банк,Visa,,,2024-08-28T13:33:38+03:00,"Психологические тесты, Анализ на тестостерон",2024-08-30T11:47:34+03:00,
Захаров Ростислав Даниилович,Россия,6068 542438,810-724-592 39,,Альфа-Банк,Visa,"Кашель, Затрудненное дыхание",Пульмонолог,2024-07-06T11:41:05+03:00,Общий анализ крови,2024-07-07T15:16:30+03:00,5072.0
,Россия,6068 542438,810-724-592 39,1350 8937 3532 8547,Альфа-Банк,Visa,"Частые заболевания, Лихорадка, Распространение инфекции",Эпидемиолог,,"ПЦР на инфекции, Анализ на антитела",2024-08-15T10:25:28+03:00,9595.0
Воробьева Фаина Филипповна,Беларусь,RH 7294536,,1129 2136 6485 9362,Сбербанк,Мир,"Кровотечение, Запор, Боль в анальной области",Проктолог,2023-12-08T21:53:14+03:00,"Колоноскопия, Аноскопия, Общий анализ крови",2023-12-11T18:36:18+03:00,
,Беларусь,RH 7294536,161-572-347 16,1129 2136 6485 9362,,Мир,"Температура, Потливость, Кашель, Слабость, Озноб",Терапевт,2024-08-12T11:14:07+03:00,Биохимический анализ крови,2024-08-14T16:50:51+03:00,2528.0
,,,161-572-347 16,1129 2136 6485 9362,Сбербанк,Мир,,Отоларинголог,2023-10-06T13:09:14+03:00,Общий анализ крови,2023-10-08T13:22:54+03:00,6581.0
,Беларусь,ZQ 2422202,,4931 9839 9982 6856,Сбербанк,Мир,"Реабилитация после травм, Боль в суставах",Физиотерапевт,2024-09-14T09:43:10+03:00,,2024-09-16T21:48:04+03:00,10446.0
Павлов Родион Витальевич,Россия,9621 761274,,3756 2171 1136 4435,Сбербанк,,Учащенное сердцебиение,Кардиолог,2024-07-04T17:15:18+03:00,,2024-07-05T12:38:08+03:00,7798.0
Павлов Родион Витальевич,Россия,9621 761274,,3756 2171 1136 4435,Сбербанк,Мир,"Покраснение кожи, Лихорадка",,2025-03-14T19:15:39+03:00,"Биохимический анализ крови, Общий анализ крови, ПЦР на инфекции",,9168.0
Цветков Илья Вадимович,,QH 4530129,703-297-951 85,,,Visa,,Гинеколог,2024-11-27T12:51:46+03:00,"Гормональные исследования, Цитологическое исследование",2024-11-29T19:27:15+03:00,5741.0
